Quotazioni Immobiliari : Valori di Mercato - Semestre 2016/1 - elaborazione del 01-SET-20;;;;;;;;;;;;;;;;;;;;;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;'PISANI, BUENOS AIRES, REGINA GIOVANNA';7;Capannoni tipici;NORMALE;P;950;1250;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;'PISANI, BUENOS AIRES, REGINA GIOVANNA';10;Laboratori;NORMALE;P;1250;1600;L;7;9,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C13;MI00003667;'CITY LIFE';20;Abitazioni civili;OTTIMO;P;7000;9800;L;21;32;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C13;MI00003667;'CITY LIFE';19;Abitazioni signorili;OTTIMO;P;9900;11700;L;33,5;39;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C13;MI00003667;'CITY LIFE';13;Box;NORMALE;P;2500;3200;L;8;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;'PORTA NUOVA';20;Abitazioni civili;OTTIMO;P;8100;11700;L;29;42;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;'PORTA NUOVA';19;Abitazioni signorili;OTTIMO;P;11600;13600;L;42;49;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;'PORTA NUOVA';13;Box;NORMALE;P;2500;3200;L;8;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';20;Abitazioni civili;OTTIMO;;3200;3900;L;9;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';20;Abitazioni civili;NORMALE;P;2500;3200;L;7,2;8,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';21;Abitazioni di tipo economico;NORMALE;P;1500;2100;L;4,5;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';21;Abitazioni di tipo economico;OTTIMO;;2100;2700;L;5,8;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';13;Box;NORMALE;P;1550;2300;L;6,8;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';1;Ville e Villini;NORMALE;P;2800;3400;L;7;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';1;Ville e Villini;OTTIMO;;3300;4300;L;9,3;12,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';9;Magazzini;NORMALE;P;750;900;L;3,5;4,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';5;Negozi;NORMALE;P;1950;2700;L;11,2;13,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';6;Uffici;OTTIMO;P;2200;2600;L;7,7;10,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';18;Uffici strutturati;OTTIMO;P;2400;3200;L;11,5;16;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';8;Capannoni industriali;NORMALE;P;900;1100;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';7;Capannoni tipici;NORMALE;P;900;1200;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;'STAZIONE CENTRALE VIALE STELVIO';10;Laboratori;NORMALE;P;1200;1400;L;7;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';20;Abitazioni civili;OTTIMO;;3600;4400;L;10,5;13,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';20;Abitazioni civili;NORMALE;P;2450;3500;L;7,2;9,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';21;Abitazioni di tipo economico;OTTIMO;;2100;3000;L;7,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';21;Abitazioni di tipo economico;NORMALE;P;1700;2100;L;6;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';13;Box;NORMALE;P;2000;2700;L;7;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';9;Magazzini;NORMALE;P;750;1000;L;4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';5;Negozi;NORMALE;P;2600;3300;L;11,3;14,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';6;Uffici;OTTIMO;P;2350;2800;L;11;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';18;Uffici strutturati;OTTIMO;P;2550;3300;L;12,5;16,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';8;Capannoni industriali;NORMALE;P;800;1000;L;4,5;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';7;Capannoni tipici;NORMALE;P;850;1050;L;5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;'CENISIO, FARINI, SARPI';10;Laboratori;NORMALE;P;1050;1450;L;5,5;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';20;Abitazioni civili;OTTIMO;;4100;5800;L;12,3;18,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';20;Abitazioni civili;NORMALE;P;3300;4000;L;11,3;12,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';21;Abitazioni di tipo economico;OTTIMO;;3200;3900;L;10;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';21;Abitazioni di tipo economico;NORMALE;P;2400;3200;L;8;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';19;Abitazioni signorili;OTTIMO;P;5600;6800;L;19;22,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';13;Box;NORMALE;P;2000;2900;L;6;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';1;Ville e Villini;OTTIMO;P;6000;7000;L;19,5;23;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';9;Magazzini;NORMALE;P;650;750;L;3;3,9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';5;Negozi;NORMALE;P;2400;3600;L;13,3;17,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';6;Uffici;OTTIMO;P;2700;3300;L;11,5;14,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';18;Uffici strutturati;OTTIMO;P;2800;3500;L;13,3;19,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';8;Capannoni industriali;NORMALE;P;800;1000;L;4,5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';7;Capannoni tipici;NORMALE;P;900;1150;L;4,7;6,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;'SEMPIONE, PAGANO, WASHINGTON';10;Laboratori;NORMALE;P;900;1150;L;5,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';20;Abitazioni civili;OTTIMO;;3700;5100;L;11,5;13,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';20;Abitazioni civili;NORMALE;P;2650;3600;L;8,2;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';21;Abitazioni di tipo economico;OTTIMO;;2900;3500;L;8,7;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';21;Abitazioni di tipo economico;NORMALE;P;2300;3000;L;7;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';13;Box;NORMALE;P;1750;2600;L;8;11,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';9;Magazzini;NORMALE;P;650;800;L;3,5;4,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';5;Negozi;OTTIMO;P;3900;5200;L;17;25;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';5;Negozi;NORMALE;;1800;3400;L;8;15;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';6;Uffici;OTTIMO;P;2050;2350;L;8,3;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';18;Uffici strutturati;OTTIMO;P;2250;2700;L;12,2;16,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';8;Capannoni industriali;NORMALE;P;750;1000;L;4,5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';7;Capannoni tipici;NORMALE;P;800;1100;L;4,8;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;'SOLARI, P.TA GENOVA, ASCANIO SFORZA';10;Laboratori;NORMALE;P;1000;1350;L;6,2;8,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';20;Abitazioni civili;OTTIMO;;3600;5100;L;10,5;15;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';20;Abitazioni civili;NORMALE;P;2500;3500;L;8;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';21;Abitazioni di tipo economico;OTTIMO;;2500;3400;L;7,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';21;Abitazioni di tipo economico;NORMALE;P;2100;2400;L;6,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';13;Box;NORMALE;P;1850;2650;L;7,5;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';9;Magazzini;NORMALE;P;500;700;L;3;4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';5;Negozi;NORMALE;P;1900;2800;L;10;14,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';6;Uffici;OTTIMO;P;2300;2500;L;10;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';18;Uffici strutturati;OTTIMO;P;2300;3000;L;13;17;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';8;Capannoni industriali;NORMALE;P;800;1000;L;4,7;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';7;Capannoni tipici;NORMALE;P;800;1100;L;4,8;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;'TABACCHI, SARFATTI, CREMA';10;Laboratori;NORMALE;P;1100;1350;L;5,8;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';20;Abitazioni civili;OTTIMO;;4400;6200;L;12,5;18,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';20;Abitazioni civili;NORMALE;P;3400;4300;L;10;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';21;Abitazioni di tipo economico;OTTIMO;;3600;4400;L;9,5;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';21;Abitazioni di tipo economico;NORMALE;P;2300;3500;L;6,8;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';13;Box;NORMALE;P;2350;3500;L;8;12;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';9;Magazzini;NORMALE;P;550;750;L;2,8;4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';5;Negozi;NORMALE;P;2300;3300;L;10,5;15,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';6;Uffici;OTTIMO;P;2600;3700;L;9,5;14;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';18;Uffici strutturati;OTTIMO;P;2750;4000;L;13,5;19,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';8;Capannoni industriali;NORMALE;P;850;1050;L;5;6,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';7;Capannoni tipici;NORMALE;P;950;1200;L;5,2;6,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;'LIBIA, ,XXII MARZO, INDIPENDENZA';10;Laboratori;NORMALE;P;1100;1400;L;6,2;8,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';20;Abitazioni civili;OTTIMO;;2700;3400;L;8,5;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';20;Abitazioni civili;NORMALE;P;2100;2600;L;6,8;8,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';21;Abitazioni di tipo economico;OTTIMO;;1750;2250;L;6,3;8,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';21;Abitazioni di tipo economico;NORMALE;P;1500;1700;L;4,6;6,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';13;Box;NORMALE;P;1600;1950;L;5,5;7,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';9;Magazzini;NORMALE;P;400;550;L;2,3;3,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';5;Negozi;NORMALE;P;1400;2300;L;6;9,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';6;Uffici;OTTIMO;P;1350;2200;L;7;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';18;Uffici strutturati;OTTIMO;P;1750;2500;L;10;15;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';8;Capannoni industriali;OTTIMO;P;750;900;L;4,2;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';7;Capannoni tipici;OTTIMO;P;750;950;L;4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;'PARCO LAMBRO, FELTRE, UDINE';10;Laboratori;NORMALE;P;750;850;L;4,5;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';20;Abitazioni civili;OTTIMO;;3300;4100;L;10,3;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';20;Abitazioni civili;NORMALE;P;2450;3300;L;7,8;10,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';21;Abitazioni di tipo economico;OTTIMO;;2150;2650;L;7,2;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';21;Abitazioni di tipo economico;NORMALE;P;2000;2150;L;6,2;7,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';13;Box;NORMALE;P;1800;2500;L;8;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';9;Magazzini;NORMALE;P;450;600;L;2,5;3,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';5;Negozi;NORMALE;P;1600;2450;L;6,8;9,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';6;Uffici;OTTIMO;P;1650;2400;L;8,5;11,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';18;Uffici strutturati;OTTIMO;P;2100;2650;L;12;15,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';8;Capannoni industriali;OTTIMO;P;700;900;L;4,3;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';7;Capannoni tipici;OTTIMO;P;700;950;L;4,3;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;'PIOLA, ARGONNE, CORSICA';10;Laboratori;NORMALE;P;700;900;L;4;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';20;Abitazioni civili;OTTIMO;;2300;3100;L;6,9;9,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';20;Abitazioni civili;NORMALE;P;1800;2250;L;5,2;6,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';21;Abitazioni di tipo economico;OTTIMO;;1900;2250;L;5,2;6,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';21;Abitazioni di tipo economico;NORMALE;P;1500;1850;L;4,5;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';13;Box;NORMALE;P;1500;2000;L;5,8;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';9;Magazzini;NORMALE;P;400;500;L;2;3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';5;Negozi;NORMALE;P;1400;2000;L;6,3;8,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';6;Uffici;OTTIMO;P;1500;2000;L;6,3;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';18;Uffici strutturati;OTTIMO;P;1600;2200;L;9,5;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';8;Capannoni industriali;OTTIMO;P;750;900;L;4,4;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;'LAMBRATE, RUBATTINO, ROMBON';7;Capannoni tipici;OTTIMO;P;800;1000;L;4,3;5,3;L
