Quotazioni Immobiliari : Valori di Mercato - Semestre 2016/1 - elaborazione del 01-SET-20;;;;;;;;;;;;;;;;;;;;;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';13;Box;NORMALE;P;1500;1950;L;6;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';9;Magazzini;NORMALE;P;550;750;L;2,8;3,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';5;Negozi;NORMALE;P;1700;2300;L;7,5;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';6;Uffici;OTTIMO;P;1600;2100;L;6,2;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';18;Uffici strutturati;OTTIMO;P;2000;2600;L;10,7;14,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';8;Capannoni industriali;OTTIMO;P;800;950;L;4,5;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';7;Capannoni tipici;OTTIMO;P;850;1000;L;4,8;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D31;MI00004778;'BOVISA, BAUSAN, IMBONATI';10;Laboratori;NORMALE;P;850;1150;L;4,6;6,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';20;Abitazioni civili;OTTIMO;;2400;3300;L;7,6;10,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';20;Abitazioni civili;NORMALE;P;1650;2300;L;5,5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';21;Abitazioni di tipo economico;NORMALE;P;1450;1650;L;4,5;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';21;Abitazioni di tipo economico;OTTIMO;;1700;2300;L;5,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';13;Box;NORMALE;P;1350;1750;L;5,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';1;Ville e Villini;NORMALE;P;1900;2450;L;5,8;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';1;Ville e Villini;OTTIMO;;2450;3400;L;7,6;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';9;Magazzini;NORMALE;P;450;650;L;2,3;3,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';5;Negozi;NORMALE;P;1500;1900;L;7;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';6;Uffici;OTTIMO;P;1500;1950;L;6,2;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';18;Uffici strutturati;OTTIMO;P;1550;2400;L;8,7;12,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';8;Capannoni industriali;OTTIMO;P;800;950;L;4,4;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';7;Capannoni tipici;OTTIMO;P;850;1000;L;4,7;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D32;MI00004779;'BOVISASCA, AFFORI, P. ROSSI , COMASINA';10;Laboratori;NORMALE;P;750;1000;L;4,4;5,6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';20;Abitazioni civili;OTTIMO;;2550;3400;L;8;10,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';20;Abitazioni civili;NORMALE;P;1900;2400;L;6,1;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';21;Abitazioni di tipo economico;OTTIMO;;2100;2500;L;6,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';21;Abitazioni di tipo economico;NORMALE;P;1700;2000;L;5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';13;Box;NORMALE;P;1400;2000;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';9;Magazzini;NORMALE;P;450;600;L;2,5;3,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';5;Negozi;NORMALE;P;1400;1900;L;6,5;9,1;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';6;Uffici;OTTIMO;P;1700;2000;L;6,7;7,7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';18;Uffici strutturati;OTTIMO;P;2000;2500;L;10,3;13;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';8;Capannoni industriali;OTTIMO;P;800;1000;L;4,3;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';7;Capannoni tipici;OTTIMO;P;850;1150;L;4,4;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;'NIGUARDA, BIGNAMI, PARCO NORD';10;Laboratori;NORMALE;P;800;1000;L;5;6,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';20;Abitazioni civili;OTTIMO;;2600;3500;L;8;11,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';20;Abitazioni civili;NORMALE;P;2000;2500;L;6;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';21;Abitazioni di tipo economico;OTTIMO;;2000;2600;L;6;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';21;Abitazioni di tipo economico;NORMALE;P;1500;2000;L;4,5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';13;Box;NORMALE;P;1300;1800;L;4,5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';9;Magazzini;NORMALE;P;600;800;L;3,2;4,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';5;Negozi;NORMALE;P;1300;1700;L;7,5;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';6;Uffici;OTTIMO;P;1550;2000;L;7,8;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';18;Uffici strutturati;OTTIMO;P;2250;3000;L;11,8;16,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';8;Capannoni industriali;OTTIMO;P;800;1050;L;4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';7;Capannoni tipici;OTTIMO;P;850;1100;L;4,4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;'SARCA, BICOCCA';10;Laboratori;NORMALE;P;850;1000;L;4,5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';20;Abitazioni civili;OTTIMO;;2350;3400;L;8;10,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';20;Abitazioni civili;NORMALE;P;1850;2350;L;6,5;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';21;Abitazioni di tipo economico;OTTIMO;;1800;2300;L;6,3;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';21;Abitazioni di tipo economico;NORMALE;P;1650;1800;L;5,2;6,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';13;Box;NORMALE;P;1400;2000;L;5,5;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';9;Magazzini;NORMALE;P;650;800;L;4;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';5;Negozi;NORMALE;P;1600;2300;L;7;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';6;Uffici;OTTIMO;P;1600;2150;L;7,2;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';18;Uffici strutturati;OTTIMO;P;2150;2700;L;11,2;14,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';8;Capannoni industriali;OTTIMO;P;800;1050;L;4,3;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';7;Capannoni tipici;OTTIMO;P;850;1100;L;4;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;'MONZA, CRESCENZAGO, GORLA, QUARTIERE ADRIANO';10;Laboratori;NORMALE;P;900;1200;L;5;7,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';20;Abitazioni civili;OTTIMO;;2650;3500;L;9;11,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';20;Abitazioni civili;NORMALE;P;1900;2600;L;7;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';21;Abitazioni di tipo economico;OTTIMO;;2100;2600;L;7;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';21;Abitazioni di tipo economico;NORMALE;P;1600;1950;L;5,5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';13;Box;NORMALE;P;1400;2000;L;6,2;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';9;Magazzini;NORMALE;P;600;850;L;3,5;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';5;Negozi;NORMALE;P;1300;1900;L;7,5;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';6;Uffici;OTTIMO;P;1600;2200;L;7;10;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';18;Uffici strutturati;OTTIMO;P;2000;2900;L;10;15;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';8;Capannoni industriali;OTTIMO;P;900;1000;L;5,2;5,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';7;Capannoni tipici;OTTIMO;P;900;1050;L;5,2;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;'MAGGIOLINA, PARCO TROTTER, LEONCAVALLO';10;Laboratori;NORMALE;P;900;1200;L;5;7,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';20;Abitazioni civili;OTTIMO;;2250;2600;L;7;8,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';20;Abitazioni civili;NORMALE;P;1600;2200;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';21;Abitazioni di tipo economico;NORMALE;P;1450;1700;L;4,5;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';21;Abitazioni di tipo economico;OTTIMO;;1750;2050;L;6;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';13;Box;NORMALE;P;1200;1450;L;5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';1;Ville e Villini;NORMALE;P;1800;2250;L;6;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';1;Ville e Villini;OTTIMO;;2350;2750;L;7,5;9,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';9;Magazzini;NORMALE;P;400;500;L;2;3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';5;Negozi;NORMALE;P;800;1200;L;4;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';6;Uffici;OTTIMO;P;900;1200;L;4,5;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';18;Uffici strutturati;OTTIMO;P;1600;2050;L;9,3;12,3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';8;Capannoni industriali;OTTIMO;P;600;850;L;3,5;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';7;Capannoni tipici;OTTIMO;P;600;900;L;3,6;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;'BAGGIO, Q. ROMANO, MUGGIANO';10;Laboratori;NORMALE;P;500;700;L;3;4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';20;Abitazioni civili;OTTIMO;;2450;2900;L;8;10,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';20;Abitazioni civili;NORMALE;P;1650;2350;L;5,8;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';21;Abitazioni di tipo economico;OTTIMO;;1700;1800;L;5,6;6,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';21;Abitazioni di tipo economico;NORMALE;P;1200;1600;L;4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';13;Box;NORMALE;P;1300;1500;L;5,5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';9;Magazzini;NORMALE;P;300;450;L;1,8;2,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';5;Negozi;NORMALE;P;900;1400;L;5;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';6;Uffici;OTTIMO;P;1200;1600;L;6;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';18;Uffici strutturati;OTTIMO;P;1700;2400;L;9,5;13,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';8;Capannoni industriali;OTTIMO;P;700;950;L;4;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';7;Capannoni tipici;OTTIMO;P;700;950;L;4;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;'GALLARATESE, LAMPUGNANO, P. TRENNO, BONOLA';10;Laboratori;NORMALE;P;500;700;L;3;4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';20;Abitazioni civili;OTTIMO;;2000;2900;L;6,8;9,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';20;Abitazioni civili;NORMALE;P;1700;2000;L;5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';21;Abitazioni di tipo economico;OTTIMO;;1300;1800;L;4,5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';21;Abitazioni di tipo economico;NORMALE;P;1100;1250;L;3,8;4,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';13;Box;NORMALE;P;1300;1750;L;5,5;7,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';9;Magazzini;NORMALE;P;350;500;L;2;3;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';5;Negozi;NORMALE;P;1000;1200;L;5;7;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';6;Uffici;OTTIMO;P;1300;1550;L;6,3;7,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';18;Uffici strutturati;OTTIMO;P;1400;1950;L;8,2;11,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';8;Capannoni industriali;OTTIMO;P;750;900;L;4,2;5,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';7;Capannoni tipici;OTTIMO;P;800;1000;L;4,2;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;'MISSAGLIA, GRATOSOGLIO';10;Laboratori;NORMALE;P;500;700;L;3;4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';20;Abitazioni civili;OTTIMO;;1800;2700;L;6,5;9;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';20;Abitazioni civili;NORMALE;P;1600;1750;L;5;6;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';21;Abitazioni di tipo economico;OTTIMO;;1650;2000;L;5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';21;Abitazioni di tipo economico;NORMALE;P;1450;1600;L;4;5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';13;Box;NORMALE;P;1100;1400;L;4,5;5,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';9;Magazzini;NORMALE;P;400;600;L;2,2;3,4;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';5;Negozi;NORMALE;P;1000;1450;L;4,5;6,5;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';6;Uffici;OTTIMO;P;1200;1600;L;6,5;8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';18;Uffici strutturati;OTTIMO;P;1550;2100;L;8,5;11;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';8;Capannoni industriali;OTTIMO;P;750;950;L;4;4,8;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';7;Capannoni tipici;OTTIMO;P;800;1000;L;4;5,2;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;'QUARTO OGGIARO, SACCO';10;Laboratori;NORMALE;P;700;850;L;4;5;L
